type,id,attributes.contains_refund,attributes.currency,attributes.date_placed,attributes.deferred_item_count,attributes.deferred_item_total,attributes.deferred_item_total_incl_tax,attributes.has_deferred_payments,attributes.has_interac_payments,attributes.is_past_refund_date,attributes.is_refundable,attributes.location,attributes.net_total,attributes.number,attributes.payment_sources.0.label,attributes.payment_sources.0.amount_allocated,attributes.payment_sources.0.currency,attributes.payment_sources.0.date_created,attributes.refund_subtotal,attributes.refund_total,attributes.refund_total_tax,attributes.should_display_price_include_tax,attributes.status,attributes.subtotal,attributes.subtotal_excl_discounts,attributes.subtotal_incl_tax,attributes.summary.0,attributes.summary_nonrefunded_items.0,attributes.taxes.0.name,attributes.taxes.0.tax,attributes.total,attributes.total_amount_refunded,attributes.total_discount,attributes.total_tax,relationships.billing_address.data,relationships.broker.data.type,relationships.broker.data.id,relationships.cart.data.type,relationships.cart.data.id,relationships.fulfillment_partner.data.type,relationships.fulfillment_partner.data.id,relationships.order_lines.data.0.type,relationships.order_lines.data.0.id,relationships.originating_partner.data.type,relationships.originating_partner.data.id,relationships.parent_order.data,relationships.user.data.type,relationships.user.data.id
orders,21162,,USD,2024-06-27T17:52:12.216229Z,1,37,37,1,,,,Torrance,0,6CNP-8NBN-55O3,"No Charge",0,USD,2024-06-27T17:52:12.389845Z,0,0,0,,Completed,0,0,0,"Torrance | Club Package - 6 Month Contract","Torrance | Club Package - 6 Month Contract","Torrance Tax - Memberships",0,0,0,0,0,,users,34587,carts,34460,partners,41362,order_lines,21222,partners,41362,,users,39821
orders,21161,,USD,2024-06-27T17:34:32.243060Z,0,0,0,,,,1,Orange,10,DGM6-98QQ-55O3,"Visa ending in 6827",10,USD,2024-06-27T17:34:32.456155Z,0,0,0,,Completed,10,10,10,"Torrance/Lakewood/Orange | 1 Week Trial for $10","Torrance/Lakewood/Orange | 1 Week Trial for $10","Orange Tax - Memberships",0,10,0,0,0,,users,41081,carts,34467,partners,41430,order_lines,21221,partners,1,,users,41081
orders,21159,,USD,2024-06-27T17:29:49.261243Z,1,40,40,1,,,,Lakewood,0,PP2G-2TSF-55O3,"No Charge",0,USD,2024-06-27T17:29:49.475890Z,0,0,0,,Completed,0,0,0,"Lakewood/Orange | VIP Unlimited - 6 Month Contract (Grand Opening)","Lakewood/Orange | VIP Unlimited - 6 Month Contract (Grand Opening)","Lakewood Tax - Memberships",0,0,0,0,0,,users,38891,carts,34463,partners,41395,order_lines,21219,partners,41395,,users,41004
orders,21158,,USD,2024-06-27T17:29:03.479313Z,0,0,0,,,,1,Orange,10,J8DN-8E43-55O3,"Visa ending in 6827",10,USD,2024-06-27T17:29:03.618837Z,0,0,0,,Completed,10,10,10,"Torrance/Lakewood/Orange | 1 Week Trial for $10","Torrance/Lakewood/Orange | 1 Week Trial for $10","Orange Tax - Memberships",0,10,0,0,0,,users,41080,carts,34464,partners,41430,order_lines,21218,partners,1,,users,41080
orders,21157,,USD,2024-06-27T16:34:07.985066Z,0,0,0,,,,1,Orange,10,GG6F-3CRK-55O3,"Visa ending in 3936",10,USD,2024-06-27T16:34:08.143761Z,0,0,0,,Completed,10,10,10,"Torrance/Lakewood/Orange | 1 Week Trial for $10","Torrance/Lakewood/Orange | 1 Week Trial for $10","Orange Tax - Memberships",0,10,0,0,0,,users,41079,carts,34459,partners,41430,order_lines,21217,partners,1,,users,41079
orders,21156,,USD,2024-06-27T04:52:27.370606Z,0,0,0,,,,1,Torrance,20,J6TZ-2F6R-55O3,"Visa ending in 1168",20,USD,2024-06-27T04:52:27.441546Z,0,0,0,,Completed,20,20,20,"Torrance/Lakewood/Orange | 2 Week Unlimited Pass","Torrance/Lakewood/Orange | 2 Week Unlimited Pass","Torrance Tax - Memberships",0,20,0,0,0,,users,41078,carts,34440,partners,41362,order_lines,21216,partners,1,,users,41078
orders,21155,,USD,2024-06-27T04:10:51.238113Z,0,0,0,,,,1,Orange,15,5GTM-CWJF-55O3,"Mastercard ending in 9290",15,USD,2024-06-27T04:10:51.340892Z,0,0,0,,Completed,15,15,15,"No Show Fee","No Show Fee","Orange Tax - Penalty Fees",0,15,0,0,0,,users,40786,carts,34438,partners,41430,order_lines,21215,partners,1,,users,40786
orders,21154,,USD,2024-06-27T03:10:49.293978Z,0,0,0,,,,1,Lakewood,15,2EMF-WGTS-55O3,"Mastercard ending in 3696",15,USD,2024-06-27T03:10:50.231122Z,0,0,0,,Completed,15,15,15,"No Show Fee","No Show Fee","Lakewood Tax - Penalty Fees",0,15,0,0,0,,users,39344,carts,34435,partners,41395,order_lines,21214,partners,1,,users,39344
orders,21152,,USD,2024-06-27T00:11:06.303662Z,0,0,0,,,,1,Torrance,15,AKK9-3229-55O3,"Visa ending in 4935",15,USD,2024-06-27T00:11:06.483509Z,0,0,0,,Completed,15,15,15,"Late Cancel Fee","Late Cancel Fee","Torrance Tax - Penalty Fees",0,15,0,0,0,,users,38551,carts,34427,partners,41362,order_lines,21212,partners,1,,users,38551
orders,21151,,USD,2024-06-26T22:15:08.437755Z,0,0,0,,,,1,Lakewood,35,8SZQ-7S7J-55O2,"Mastercard ending in 3696",35,USD,2024-06-26T22:15:08.569603Z,0,0,0,,Completed,35,35,35,"L1. Pre-Opening VIP Unlimited Membership - Lakewood","L1. Pre-Opening VIP Unlimited Membership - Lakewood","Lakewood Tax - Memberships",0,35,0,0,0,,users,39344,carts,34423,partners,41395,order_lines,21211,partners,1,,users,39344
